date,number
2025-11-10,2183062
2025-11-11,2188259
2025-11-12,2193936
2025-11-13,2199465
2025-11-14,2204095
2025-11-15,2206684
2025-11-16,2209458
2025-11-17,2212466
2025-11-18,2215041
2025-11-19,2218098
2025-11-20,2220786
2025-11-21,2223288
2025-11-22,2225423
2025-11-23,2227533
2025-11-24,2229924
2025-11-25,2232573
2025-11-26,2235272
2025-11-27,2237922
2025-11-28,2240482
2025-11-29,2242525
2025-11-30,2244509
2025-12-01,2247176
2025-12-02,2250223
2025-12-03,2253093
2025-12-04,2256215
2025-12-05,2258780
2025-12-06,2260967
2025-12-07,2263362
2025-12-08,2264880
