code,x,y,z,color,node
A01G3,0.916203744429266,-0.804200553257097,-0.293077813205613,#448AFF,A01G3 (Cutting implements specially adapted for horticultural purposes; Delimbing standing trees)
A01G31,-0.414475234686829,1.48795460591225,-0.286597843434864,#448AFF,"A01G31 (Soilless cultivation, e.g. hydroponics)"
A01G33,-0.412951330446178,0.938982278776356,-0.0922165704393336,#448AFF,A01G33 (Cultivation of seaweed or algae)
A01G5,-0.235165407086549,1.28744940372768,-0.0929146397014964,#448AFF,A01G5 (Floral handling)
A01G7,-0.433979183939334,1.49609519748903,-0.317849062325172,#448AFF,A01G7 (Botany in general)
A01G9,-0.42855689306225,1.47297949503277,-0.297401226057145,#448AFF,"A01G9 (Cultivation in receptacles, forcing-frames or greenhouses; Edging for beds, lawn or the like)"
A01H,-0.538220411392505,1.29469228402662,-0.412488036909737,#448AFF,A01H (NEW PLANTS OR NON-TRANSGENIC PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES)
A01H1,-0.56247675963467,1.31937347772596,-0.413580887217752,#448AFF,A01H1 (Processes for modifying genotypes ; Plants characterised by associated natural traits)
A01H11,-0.274017908240137,1.13028973160474,-0.215616336243203,#448AFF,"A01H11 (Bryophytes, e.g. mosses, liverworts)"
A01H13,-0.283032422194426,0.76127288388664,-0.0393416339387793,#448AFF,A01H13 (Algae)
A01H15,-0.421965478946873,1.16454078848904,-0.309029472986683,#448AFF,A01H15 (Fungi; Lichens)
A01H17,-0.663340581026393,1.13747785846331,-0.670758051900171,#448AFF,"A01H17 (Symbiotic or parasitic combinations including one or more new plants, e.g. mycorrhiza)"
A01H3,-0.639166128854914,1.21664774737668,-0.57983745922021,#448AFF,"A01H3 (Processes for modifying phenotypes , e.g. symbiosis with bacteria)"
A01H4,-0.494857445830758,1.29409911004953,-0.36406040813305,#448AFF,A01H4 (Plant reproduction by tissue culture techniques ; Tissue culture techniques therefor)
A01H5,-0.568391821241519,1.32772586719172,-0.431923854127761,#448AFF,"A01H5 (Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy)"
A01H6,-0.568299073717322,1.30854602854623,-0.420459130167169,#448AFF,"A01H6 (Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy)"
A01H7,-0.248123877710052,0.661682893334436,-0.202008190309673,#448AFF,"A01H7 (Gymnosperms, e.g. conifers)"
A01J,-0.341262460732955,0.726210720144295,0.137176163166318,#448AFF,A01J (MANUFACTURE OF DAIRY PRODUCTS)
A01J1,-0.074037173112744,0.0101747509713384,-0.121838970152555,#448AFF,A01J1 (Devices or accessories for milking by hand)
A01J11,-0.378392846734716,0.718719648535397,0.152420789528309,#448AFF,A01J11 (Apparatus for treating milk)
A01J15,-0.292216634285416,0.552266529727996,0.0764660758165732,#448AFF,A01J15 (Manufacturing butter)
A01J17,-0.0863245758141746,-0.0061762332234531,-0.14955777074637,#448AFF,"A01J17 (Kneading machines for butter, or the like)"
A01J21,0.128291083059233,0.109721407541648,0.0381675951288539,#448AFF,"A01J21 (Machines for forming slabs of butter, or the like)"
A01J25,-0.377592241978019,0.665470316788292,0.121184563613179,#448AFF,A01J25 (Cheese-making)
A01J27,-0.319813782645611,0.63599373007578,0.117690236690022,#448AFF,A01J27 (After-treatment of cheese; Coating the cheese)
A01J3,-0.0765314788674489,-0.0159967733424068,-0.159736028602256,#448AFF,A01J3 (Milking with catheters)
A01J5,-0.293547753291733,0.76531398953772,0.166550774731963,#448AFF,A01J5 (Milking machines or devices)
A01J7,-0.379951128227009,0.746602624043884,0.153671300061825,#448AFF,A01J7 (Accessories for milking machines or devices)
A01J9,-0.360576657662229,0.779503995552088,0.146112152056566,#448AFF,A01J9 (Milk receptacles)
A01K,0.597888408265042,0.969454173667138,0.159957823514965,#448AFF,"A01K (ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS)"
A01K1,0.763687604148703,1.03016898914182,0.134634235490167,#448AFF,A01K1 (Housing animals; Equipment therefor)
A01K11,0.754882319621745,0.992033932801333,0.0212637901719687,#448AFF,A01K11 (Marking of animals)
A01K13,1.03537425575061,1.04666125616434,-0.0729368516720429,#448AFF,"A01K13 (Devices for grooming or caring of animals, e.g. curry-combs; Fetlock rings; Tail-holders; Devices for preventing crib-biting; Washing devices; Protection against weather conditions or insects)"
A01K14,0.750014041011745,0.847494768883763,-0.026441534330501,#448AFF,A01K14 (Removing the fleece from live sheep or similar animals)
A01K15,0.904995271332008,1.03873480434839,0.0796768616610269,#448AFF,"A01K15 (Devices for taming animals, e.g. nose-rings or hobbles; Devices for overturning animals in general; Training or exercising equipment; Covering boxes)"
A01K17,0.0102113391639714,0.0573550966524458,-0.14064806684885,#448AFF,A01K17 (Dehorners; Horn trainers)
A01K19,0.353543103844041,0.568001729346951,0.0217591902149246,#448AFF,A01K19 (Weaning apparatus)
A01K21,0.162540076007466,0.683669380214615,0.0716114305826986,#448AFF,A01K21 (Devices for assisting or preventing mating)
A01K2207,-3.6997394575693,-0.131275315281828,-1.94927753026013,#448AFF,A01K2207 (Modified animals)
A01K2217,-3.74386293010957,-0.132694138822918,-1.93204635619574,#448AFF,A01K2217 (Genetically modified animals)
A01K2227,-3.70753873636405,-0.148635183306177,-1.95457737592842,#448AFF,A01K2227 (Animals characterised by species)
A01K2267,-3.75142427160784,-0.137362677347349,-1.94790477200069,#448AFF,A01K2267 (Animals characterised by purpose)
A01K23,0.866356416099896,0.981872103056571,0.139294029588183,#448AFF,A01K23 (Manure or urine pouches)
A01K25,1.06049331744159,0.623425188327531,-0.140550402640087,#448AFF,A01K25 (Muzzles)
A01K27,0.892800030513805,0.932582527042009,0.0137922881829884,#448AFF,"A01K27 (Leads or collars, e.g. for dogs)"
A01K29,0.836073091478686,1.06112958616203,0.0726929329439526,#448AFF,A01K29 (Other apparatus for animal husbandry)
A01K3,0.735392066226138,1.12913070883861,0.329737771433409,#448AFF,"A01K3 (Pasturing equipment, e.g. tethering devices; Grids for preventing cattle from straying; Electrified wire fencing)"
A01K31,0.646384648640672,0.997022787970539,0.145616130746039,#448AFF,A01K31 (Housing birds)
A01K35,0.412945471989123,0.540324449390773,0.000983784847066,#448AFF,A01K35 (Marking poultry or other birds )
A01K37,0.245422674281264,0.60271862418259,0.148555896313994,#448AFF,"A01K37 (Constraining birds, e.g. wing clamps)"
A01K39,0.756051129298104,0.985205523887069,0.209422065299335,#448AFF,A01K39 (Feeding or drinking appliances for poultry or other birds )
A01K41,0.516460846235053,0.802738338071523,0.145417264144429,#448AFF,A01K41 (Incubators for poultry)
A01K43,0.487351888636902,0.799732403544962,0.147049768383402,#448AFF,"A01K43 (Testing, sorting or cleaning eggs; Conveying devices; Pick-up devices)"
A01K45,0.751629206682102,0.985585813496663,0.13628308473821,#448AFF,"A01K45 (Other aviculture appliances, e.g. devices for determining whether a bird is about to lay)"
A01K47,0.165028816526922,0.864629351634935,0.252552041366248,#448AFF,A01K47 (Beehives)
A01K49,0.175405563014559,0.641435464053015,0.147586572756713,#448AFF,A01K49 (Rearing-boxes; Queen transporting or introducing cages)
A01K5,0.670411132285979,1.0983292367164,0.145302149634308,#448AFF,A01K5 (Feeding devices for stock or game; Feeding wagons; Feeding stacks)
A01K51,0.185951531347545,0.802200945290552,0.182394020091283,#448AFF,"A01K51 (Appliances for treating beehives or parts thereof, e.g. for cleaning or disinfecting)"
A01K53,0.171028427126074,0.659548091740529,0.14432489959217,#448AFF,A01K53 (Feeding or drinking appliances for bees)
A01K55,0.156158285592181,0.687602730845347,0.149568449706518,#448AFF,"A01K55 (Bee-smokers; Bee-keepers' accessories, e.g. veils)"
A01K57,0.166720417014516,0.859910130219026,0.179337148207626,#448AFF,"A01K57 (Appliances for providing, preventing or catching swarms; Drone-catching devices)"
A01K59,0.173463968497939,0.816365626652418,0.193196071489289,#448AFF,A01K59 (Honey collection)
A01K61,0.0345591308818587,0.650203884385132,0.216249843183863,#448AFF,A01K61 (Culture of aquatic animals)
A01K63,-0.0614072272432786,0.866538221757645,0.221082026726588,#448AFF,"A01K63 (Receptacles for live fish, e.g. aquaria; Terraria)"
A01K67,-3.69156880549624,-0.139848998533734,-1.95835479576678,#448AFF,"A01K67 (Rearing or breeding animals, not otherwise provided for; New or modified breeds of animals)"
A01K69,0.0785616479416396,0.602322824016757,0.368793207372569,#448AFF,A01K69 (Stationary catching devices)
A01K7,0.804826216554753,1.05603659308774,0.16642094608828,#448AFF,A01K7 (Watering equipment for stock or game)
A01K71,0.0653397930869385,0.400526395222661,0.150157420651824,#448AFF,A01K71 (Floating nets )
A01K73,0.137825223552402,0.551483213163254,0.159550248375,#448AFF,A01K73 (Drawn nets)
A01K74,0.0618235584726044,0.425986964514647,0.0526156591980435,#448AFF,A01K74 (Other catching nets or the like)
A01K75,0.116822690450783,0.587486805561875,0.30007617814638,#448AFF,"A01K75 (Accessories for fishing nets; Details of fishing nets, e.g. structure)"
A01K77,0.086157489926253,0.522075375264375,0.24941937681212,#448AFF,A01K77 (Landing-nets for fishing; Landing-spoons for fishing)
A01K79,0.108580993585977,0.69643729208078,0.35695747466615,#448AFF,"A01K79 (Methods or means of catching fish in bulk not provided for in groups A01K69/00 - A01K77/00, e.g. fish pumps; Detection of fish; Whale fishery)"
A01K80,0.0102090910506552,0.438454618413325,0.2748526189985,#448AFF,"A01K80 (Harvesting oysters, mussels, sponges or the like)"
A01K81,0.0353752358531641,0.189188665319089,-0.0512641863495322,#448AFF,A01K81 (Fishing with projectiles)
A01K83,0.135211859705689,0.539597988369365,0.251987011671809,#448AFF,A01K83 (Fish-hooks)
A01K85,0.141854766377443,0.633731291659421,0.347356036789386,#448AFF,A01K85 (Artificial bait for fishing)
A01K87,0.174603407431964,0.703138293798049,0.337434558680197,#448AFF,A01K87 (Fishing rods)
A01K89,0.149845093989117,0.684635832189937,0.363226113637954,#448AFF,A01K89 (Reels)
A01K9,0.735641950963621,1.0196130584248,0.169628843149359,#448AFF,A01K9 (Sucking apparatus for young stock ; Devices for mixing solid food with liquids)
A01K91,0.150050260389457,0.734658369069077,0.386426517212715,#448AFF,A01K91 (Lines)
A01K93,0.12977147622041,0.611898006486876,0.400281355034002,#448AFF,"A01K93 (Floats for angling, with or without signalling devices)"
A01K95,0.128316444096641,0.621723297248536,0.33822182054059,#448AFF,A01K95 (Sinkers for angling)
A01K97,0.148785218158652,0.568281596563176,0.375651175254845,#448AFF,A01K97 (Accessories for angling)
A01K99,0.126297242447632,0.615095329398989,0.353339234268663,#448AFF,A01K99 (Methods or apparatus for fishing not provided for in groups A01K69/00 - A01K97/00)
A01L,1.03713972118897,1.17332273392954,-0.0282006090691502,#448AFF,A01L (SHOEING OF ANIMALS)
A01L1,1.03999056261643,1.1757090124674,-0.015672129484076,#448AFF,A01L1 (Shoes for horses or other solipeds fastened with nails)
A01L11,1.04127701474169,1.14567536910198,0.0021923772317485,#448AFF,A01L11 (Farriers' tools and appliances)
