"node","x","y","z"
"A",-4.15674191289222,-0.0451544525023195,-1.72657537625981
"A01",-2.61621410601764,0.691749327790032,-2.69239526367381
"A01B",0.0787021134140232,1.82378305018361,0.283083709188914
"A01B1",0.296072821813636,0.593569410662664,0.480274287761626
"A01B11",-0.111569026369794,-0.162652728681943,-0.293581066224692
"A01B13",0.0553559744362081,1.57582877156949,0.384652388171978
"A01B15",0.0847598852950548,1.70644567337116,0.373743897518835
"A01B17",0.0476562810554378,1.48495751645717,0.422053829373127
"A01B19",0.047844928861656,1.74937925409566,0.312443599039957
"A01B21",0.0496994726214428,1.49421500893841,0.348462805980867
"A01B23",0.0810255763119461,1.68589670317827,0.370553872968274
"A01B25",-0.00131726860247366,1.00505960296394,0.251550837582445
"A01B27",0.0364426058510263,0.9480370822182,0.372226940615397
"A01B29",-0.0373802474689516,1.23167856813821,0.35261112752578
"A01B3",0.112841548556149,1.73292779056649,0.362444189362821
"A01B31",0.237562139035996,1.16645653860339,0.340226339683557
"A01B33",0.0846258768959781,1.48609107161129,0.38859125952657
"A01B35",0.0766336615369237,1.68938507605561,0.368051144358071
"A01B37",0.0104826895063156,1.42148198065688,0.373510504289134
"A01B39",0.0664618450693286,1.61328421270402,0.350096149536875
"A01B41",0.0631938534640692,1.10768239241306,0.275919441079868
"A01B43",0.0649479592217773,1.196808882554,0.384261682686611
"A01B45",0.148796219294968,1.09567946214273,0.374819214301895
"A01B47",0.04579668405133,1.58215066491918,0.209892971945581
"A01B49",0.0489600697854219,1.72487924324146,0.330938397790899
"A01B5",0.0648037986345149,1.60172954014471,0.379318473372697
"A01B51",0.0610799213540165,1.72033159362005,0.303963073872779
"A01B59",0.0990357701966704,1.74789768910965,0.355082789244847
"A01B61",0.099705147934281,1.7927874175397,0.341262349691975
"A01B63",0.101376087913008,1.8493905939019,0.266801923484993
"A01B67",0.0412620043962162,1.33704923905865,0.312609669623918
"A01B69",0.146080098040058,1.84200146204131,0.252817106781072
"A01B7",0.0335413715959582,1.56052621103381,0.341055130703158
"A01B71",0.0948229866233235,1.74928084252291,0.345588325558527
"A01B73",0.149431400158764,1.78788448081625,0.380329374104383
"A01B75",-0.105915416521563,0.678743480897481,0.150000384415644
"A01B76",0.147101622893296,1.87213429361709,0.247092543462251
"A01B77",0.0631351476730017,1.60934352390932,0.318319227766918
"A01B79",0.0248552906535709,1.87346003497136,0.134971558506597
"A01B9",0.0564873303050912,1.61301608714077,0.378600830608141
"A01C",-0.0429954685390153,1.86680478978442,0.0498127984357982
"A01C1",-0.155258827776132,1.77795362334742,-0.0628385502945796
"A01C11",-0.0140338788202691,1.83334603734054,0.134159925552391
"A01C13",-0.157467871559967,-0.141397671908802,-0.185685135532744
"A01C14",0.0617975993050286,1.78473766885238,0.290951211742472
"A01C15",-0.0906882909762365,1.86719628693533,-0.0206611812524902
"A01C17",-0.0379700704696319,1.86992715941713,0.0617937753710897
"A01C19",-0.0166038066772808,1.87113916374483,0.104330664143817
"A01C21",0.0142564293578391,1.91820936045438,0.12714547216723
"A01C23",-0.118265395805428,1.81304046402399,-0.0393693028774069
"A01C3",-0.00250809314852188,1.66817526444425,-0.00356233775517889
"A01C5",-0.0293728848047308,1.86819529668026,0.0817335967429538
"A01C7",-0.0272418227814569,1.89595089948984,0.0779657431728138
"A01C9",-0.0596875631858335,1.87795805962867,0.0344649326378844
"A01D",0.440156228522037,1.66928626826749,0.386992375784327
"A01D1",0.142659912605175,0.358350340410049,0.29061593340407
"A01D11",0.126528898656241,0.442071583255636,0.328293639442264
"A01D13",-0.0349223672866709,0.503791990779106,0.311978837295596
"A01D15",-0.00024728749090816,0.726920108524149,0.247194433322319
"A01D17",0.0981824423897261,0.835831437783345,0.358366789556804
"A01D21",-0.0420553289084555,0.651506899653669,0.329755361968931
"A01D2101",0.401396225662159,1.62359903828157,0.3698501447046
"A01D23",-0.0651573645853366,0.502011217991611,0.377264470087673
"A01D25",-0.0503734910768466,0.420185324838128,0.318317651197546
"A01D27",-0.0517355141273081,0.462856231078366,0.337919554328707
"A01D29",-0.0546275486730596,0.358083517220813,0.279351884408279
"A01D31",-0.0408901658375272,0.538194445489682,0.420431488051148
"A01D33",0.067805209799421,1.15190355150685,0.265960604029757
"A01D34",0.448656242363133,1.65107173169234,0.395980513715294
"A01D37",-0.0338939886181468,0.0576965361526176,-0.133794238410888
"A01D41",0.447628290859564,1.66633258270535,0.361004080281586
"A01D42",0.415297700878325,1.49688781364387,0.352459653920683
"A01D43",0.464140588672602,1.67030701679304,0.381999437943488
"A01D44",0.0899012844663544,0.631038922963602,0.363993600455355
"A01D45",0.37326705189642,1.58404959721827,0.367657877595968
"A01D46",0.313485474908745,1.38001570671806,0.300386654932767
"A01D47",0.286038257520509,1.49732927688356,0.353636683736189
"A01D51",0.305203784822888,1.26513206326862,0.321562697912864
"A01D57",0.391942077189591,1.64969981953375,0.385282387165368
"A01D59",0.154714590302956,0.12986023948616,0.051700786310513
"A01D61",0.420927054333464,1.65674499273365,0.375597415017552
"A01D63",0.194014932656741,1.27678177880243,0.35641698165302
"A01D65",0.147278774830775,0.922701268859348,0.27951062596302
"A01D67",0.416619857893206,1.6673762152195,0.360421438451472
"A01D69",0.458504435959736,1.66774233374604,0.392702996595197
"A01D7",0.139509874009976,0.462255907492421,0.372685115502058
"A01D75",0.464022842859123,1.64536111726094,0.355250786928797
"A01D76",0.00342292714821255,0.213708495271277,-0.0224793910392516
"A01D78",0.323499110253605,1.67206927692907,0.395146298409069
